"RMS_received_1","RMS_received_2","RMS_received_3","RMS_received_4","RMS_received_5","RMS_received_6"
93.56,85.08,94.95,99.51,97.65,94.04
NA,84.65,NA,83.82,NA,NA
NA,NA,NA,NA,89.25,91.09
86.95,86.06,85.35,NA,NA,NA
NA,82.51,NA,86.41,NA,NA
NA,83.58,NA,83.25,NA,NA
91.01,92.13,NA,89.73,85.06,NA
NA,NA,83.99,90.56,NA,NA
83.24,86.29,85.94,85.92,82.91,NA
105.4,98.7,92.94,84.08,93.16,90.16
NA,94.92,94.51,NA,NA,NA
93.46,101.63,93.67,103.13,87.29,NA
NA,NA,84.08,NA,96.22,90.14
90.95,83.8,87.49,83.17,NA,NA
NA,81.83,NA,83.7,NA,NA
87.95,93.56,87.75,92.35,90.62,85.12
90.46,81.73,79.8,NA,80.48,NA
NA,85.94,88.36,NA,85.45,NA
94.84,98.14,NA,98.4,NA,NA
NA,NA,NA,80.02,82.52,NA
94.92,NA,95.82,NA,92.22,91.01
NA,87.6,NA,84.24,NA,NA
95.46,97.07,89.67,100.43,94.68,89.3
NA,84.48,NA,84.74,NA,NA
NA,96.79,95.88,88.57,90.38,NA
95.8,104.11,95.82,104.92,99.99,92.84
82.72,85.1,NA,NA,NA,NA
89.98,92.87,83.34,82.11,NA,NA
98.67,100.53,97.48,101.12,96.51,93.16
88.78,95.46,86.72,92.63,91.94,88.06
NA,NA,NA,95.01,89.31,NA
89.45,93.43,NA,NA,NA,NA
83.95,NA,84.61,NA,NA,NA
NA,NA,NA,NA,92.54,88.12
83.01,84.08,NA,NA,NA,NA
78.04,94.88,91.02,90.21,90.89,86.19
86.79,NA,82.11,NA,NA,NA
NA,95.5,NA,91.46,87.4,NA
86.73,93.92,89.5,93.28,92.63,87.68
95.86,99.64,NA,NA,NA,NA
89.86,92.61,87.35,83.59,86.36,NA
75.42,NA,78.37,NA,NA,NA
NA,NA,89.72,NA,89.62,85.05
NA,92.75,NA,89.3,NA,NA
88.45,NA,87.21,NA,81.36,78.68
NA,90.27,85.2,93.33,86.72,NA
86.8,91.81,87.63,95.54,89.48,90.67
97.88,101.13,NA,103.88,NA,NA
76.65,NA,95.58,NA,101.52,97.65
NA,85.08,NA,87.1,NA,NA
93.56,NA,82.77,NA,84.61,NA
83.55,96.17,93.94,96.01,95.43,90.93
NA,91.62,88.14,95.27,90.38,88.91
84.83,73.23,NA,73.88,NA,NA
82.28,85.31,85.28,86.41,NA,NA
NA,88.51,84.93,79.72,80.68,NA
92.35,95.07,92.11,94.77,94.91,87.85
87.95,80.34,85.48,NA,82.56,NA
80.37,80.24,81.81,NA,NA,NA
NA,78.82,84.78,NA,NA,NA
80.87,82.63,87.12,NA,83.49,NA
NA,85.6,NA,87.47,NA,NA
81.03,83.59,84.22,NA,NA,NA
82.69,89.12,86.18,86.91,83.62,80.64
100.25,99.77,75.59,101.16,NA,NA
NA,NA,97.79,NA,99.68,96.22
NA,83.93,83.12,91.17,83.52,NA
80.87,94.73,87.06,85.44,83.35,NA
90.47,NA,90.26,92.38,91.04,85.73
81.29,91.8,85.34,83.83,NA,NA
86.23,84.95,NA,NA,NA,NA
85.73,82.57,NA,NA,NA,NA
86.95,87.28,86.5,86.14,84.41,NA
95.2,NA,88.76,NA,NA,NA
87.6,92.04,87.5,89.64,91.41,82.87
85.51,88.29,77.8,89.11,84.29,NA
85.11,85.61,85.53,NA,NA,NA
75.69,88.55,84.6,NA,NA,NA
97,101.87,96.42,99.05,96.6,92.48
89.69,96.94,95.16,NA,NA,NA
91.85,78.39,77,98.36,95.55,83.39
95.21,78.72,77.25,103.7,98.17,91.5
88.62,90.27,88.48,86.82,86.24,NA
86.17,NA,85.15,NA,NA,NA
85.05,85.58,82.76,80.94,80.84,NA
84.62,92.93,89.94,85.63,82.98,NA
NA,NA,NA,88.53,89.97,87.79
79.68,84.68,86.52,83.61,NA,NA
82.66,91.02,84.94,82.32,79.49,NA
NA,85.13,87.53,77.83,82.17,NA
72.34,84.15,86,NA,NA,NA
NA,86.3,87.39,NA,NA,NA
NA,84.14,82.5,NA,NA,NA
NA,92.2,89.7,96.09,92.01,85.74
81.42,91.17,88.94,87.23,NA,NA
87.78,82.71,81.35,NA,NA,NA
95.59,81.97,93.55,90.89,88.96,85.61
85.41,85.16,87.09,86.71,86.67,85.78
90.36,93.52,93.07,89.15,85.99,NA
NA,80.51,NA,101.46,100.49,95.48
100.02,78.06,NA,NA,NA,NA
86.06,92.38,84.66,NA,87.94,81.99
85.4,92.44,86.6,83.4,85.19,NA
96.69,76.46,93.36,88.13,88.38,83.81
87.3,81.83,80.59,NA,NA,NA
NA,83.49,83.97,NA,81.46,NA
NA,82.4,81.89,89.67,NA,NA
86.05,92.21,NA,87.02,NA,NA
87.68,88.39,86.36,84.25,83.41,NA
NA,NA,86.62,NA,86.2,NA
89.65,86.02,84.95,85.78,82.11,81.83
88.33,88.58,85.81,91.38,85.5,NA
88.24,83.39,82.11,NA,NA,NA
94.32,87.5,90.3,97.3,NA,NA
81.14,91.63,88.24,86.22,84.16,88.34
NA,NA,84.02,90.13,87.68,NA
85.54,NA,68.58,NA,NA,NA
85.44,NA,87.62,NA,82.57,NA
87.02,92.27,NA,84.56,84.45,NA
92.26,92.63,82.91,91.93,NA,NA
NA,NA,90.55,NA,91.64,NA
89.03,NA,85.02,NA,NA,NA
81.74,83.87,83.32,84.19,NA,NA
87.8,85.29,NA,NA,NA,NA
NA,83.82,NA,79.91,NA,NA
82.88,85.24,80.88,80.34,NA,NA
NA,88.16,NA,80.86,NA,NA
90.49,89.41,87.88,91.86,89.1,86.47
96.89,94.45,91.75,88.04,87.87,84.93
86.86,85.68,80.8,NA,NA,NA
82.09,83.58,80.46,80.98,80.11,NA
90.46,NA,90.2,NA,92.37,NA
91.32,90.6,91.15,97.79,91.61,90.09
NA,87.56,88.57,88.18,87.68,84.12
96.56,91.92,89.26,92.27,90.11,NA
NA,NA,NA,87.94,85.98,NA
87.05,96.09,92.42,88.35,86.82,NA
89.42,88.03,NA,81.77,NA,NA
88.56,83.67,NA,NA,NA,NA
87.96,86.89,NA,81.98,NA,NA
92.11,90.99,84.3,82.56,82.43,NA
92.91,94.17,85.49,NA,NA,NA
NA,83.38,NA,86.91,NA,NA
85.37,85.48,NA,NA,NA,NA
91.65,91.37,84.56,84.28,84.72,81.26
95.6,98.24,95.18,99.04,95.62,NA
NA,NA,94.67,98.32,95.1,91.45
NA,85.93,82.61,NA,NA,NA
90.68,91.98,93.85,96.28,91.48,91.59
98.2,NA,98.69,NA,100.99,NA
86.41,100.47,79.15,103.9,80.79,95.38
84.16,89.18,88.28,92.95,75.94,NA
85.63,NA,88.55,86.46,NA,NA
NA,NA,NA,NA,86.85,83.23
94.21,97.89,93.8,91.26,88,85.53
89.18,89.62,87.74,87.66,83.99,NA
86.98,89.45,81.99,85.12,81.85,76.71
86.66,77.33,NA,NA,NA,NA
90.08,90.39,88.51,90.37,89.54,87
NA,88.48,NA,80.53,NA,NA
81.18,85.37,86.17,78.69,77.87,NA
82.35,89.26,81.74,82.35,81.97,NA
85.3,NA,86.36,NA,NA,NA
81.48,85.93,81.25,86.69,83.39,NA
88.65,90.89,85.44,91.12,89.74,NA
91.85,NA,91.71,NA,91.9,89.47
87.42,90.58,90.59,97.64,88.61,88.25
99.88,88.6,84.46,NA,85.71,NA
99.75,100.91,101.55,95.74,102.75,96.36
NA,88.44,90.36,NA,NA,NA
NA,89.51,87.6,83.38,NA,NA
83.71,NA,83.82,82.27,NA,NA
79.95,84.32,82.54,88.87,79.3,NA
86.5,87.18,NA,82.44,82.96,NA
87.1,90.34,86.53,NA,NA,NA
88.17,84.79,81.47,NA,NA,NA
80.58,84.36,79.49,NA,NA,NA
101.71,104.84,104.75,106.17,102,NA
NA,NA,NA,NA,77.41,93.29
89.87,NA,88.95,NA,85.5,NA
NA,88.66,NA,80.11,NA,NA
93.16,NA,86.06,NA,NA,NA
104.09,95.39,97.73,88.79,90.62,83.3
NA,NA,78.72,83.9,84.9,NA
90.1,82.07,85.17,80.8,NA,NA
83.71,86.3,85.43,77.7,70.05,NA
NA,80.93,NA,83.68,NA,NA
94.43,99.06,94.19,99.79,97.66,94.4
83.84,NA,78.54,NA,NA,NA
98.44,81.82,97.34,101.22,100.52,96.9
84.39,89.32,86.07,88.29,83.04,NA
97.78,98.33,NA,103.52,NA,NA
80.11,NA,100.04,NA,96.29,93.28
80.44,81.44,NA,77.43,NA,NA
91.28,95.84,89.96,NA,NA,NA
95.96,NA,86.89,NA,NA,NA
87.07,89.12,85.17,96.87,NA,NA
88.39,89.55,88.29,NA,NA,NA
85.57,85.93,86.67,80.44,NA,NA
NA,85.71,84.84,92.18,77.75,NA
87.78,88.7,87.96,88.33,88.16,NA
86.08,89.65,85.36,89.79,88.07,NA
93.36,94.37,81.55,96.38,NA,NA
NA,NA,91.35,NA,93.21,90.28
82.92,86.4,83.5,86.99,NA,NA
88.61,88.55,88.31,89.97,87.68,NA
NA,97.45,NA,88.03,NA,NA
84.07,89.5,81.91,82.57,78.81,NA
88.5,83.25,88.17,95.08,84.25,NA
89.21,93.72,89.32,82.78,89.26,87.37
90.17,91.85,88.06,92.89,90.56,87.07
NA,87.65,NA,78.54,82.46,NA
84.76,90.84,83.2,93.12,87.82,NA
91.88,86.14,83.86,82.24,NA,NA
NA,86.98,NA,90.22,NA,NA
NA,93.2,89.57,92.76,86.72,NA
83.17,87.25,NA,NA,NA,NA
86.81,87.05,82.67,85.29,NA,NA
NA,NA,88.97,NA,80.52,NA
NA,92.36,NA,92.76,90.09,88.71
92.84,88.48,84.73,87.5,NA,NA
94.12,88.7,88.2,83.78,82.74,NA
96.04,87.22,82.99,NA,NA,NA
NA,81.7,81.3,86.49,NA,NA
NA,84.67,86.47,NA,85.57,NA
86.25,92.18,84.65,82.87,83.86,NA
NA,NA,79.38,84.7,NA,NA
NA,90.02,86.29,NA,NA,NA
86.99,90.22,88.62,93.7,90.34,85.48
90.89,93.31,91.04,NA,NA,NA
95.07,NA,84.35,NA,92.5,87.88
99.84,86.84,91.34,NA,NA,NA
89.53,92.68,88.31,91.81,90.75,86.36
94.27,86.65,83.71,81.5,NA,NA
84.31,94.49,87.58,85.56,82.43,NA
NA,81.21,80.26,89.22,79.14,NA
84.48,84.1,83.84,NA,NA,NA
91.49,80.33,86.45,94.74,91.9,89.42
NA,NA,91.83,71.86,NA,NA
87.77,90.12,76.31,85.91,NA,NA
NA,NA,89.04,NA,84.69,NA
85.54,87.82,86.22,86.33,80.52,NA
86.34,90.09,84.89,89.11,88.39,86.69
86.97,90.46,NA,85.58,NA,NA
NA,81.31,NA,83.83,NA,NA
88.14,87.15,NA,82.26,NA,NA
86,90.08,86.7,86.45,NA,NA
86.23,89.63,84.27,84.75,80.97,NA
90.59,91.33,89.76,80.14,89.28,88.63
104.74,91.29,90.38,85.89,85.09,NA
93.94,95.06,92.29,98.38,94.39,91.4
88.31,90.83,97.5,105.31,99.63,96.38
101.58,79.9,99.07,NA,NA,NA
NA,94.48,NA,86.96,NA,NA
90.44,81.12,89.92,87.98,85.64,NA
NA,90.54,85.88,91.45,86.78,84.72
92.11,92.15,88.98,95.65,91,87.53
NA,NA,82.39,77.84,NA,NA
NA,94.15,90.84,96.23,92.67,88.6
90.31,92.06,88.46,94.14,89.58,88.1
93.12,92.24,88.87,96.1,93.17,88.23
92.56,93.01,89.73,96.06,91.87,89.08
91.46,92.29,88.92,95.5,90.66,88.65
88.86,89.92,87.29,92.71,88.75,86.34
85.95,86.53,85.59,91.78,NA,NA
84.48,85.15,83.02,88.89,84.03,NA
NA,87.69,78.43,NA,86.79,NA
85.39,87.08,84.36,90.28,86.29,NA
NA,NA,87.82,93.82,88.89,83.61
88.32,91.4,87.17,94.74,89.07,NA
NA,91.03,89.79,94.14,89.89,NA
87.05,88.3,85.4,91.09,NA,NA
NA,85.09,86.84,85.92,NA,NA
93.53,79.49,79.03,74.23,80.13,NA
87.67,NA,90.81,86.91,89.32,86.8
NA,94.18,93.4,92.46,90.38,87.86
82.34,87.2,NA,84.69,NA,NA
88.77,91.24,92.31,87.55,87.45,NA
84.24,85.03,85.22,81.41,81.12,NA
88.81,93.05,NA,95.29,89.05,NA
93.25,94.08,92.19,99.43,92.99,89.88
NA,89.51,82.87,92.95,87.3,82.53
90.19,NA,89.08,NA,88.77,NA
85.03,96.25,87.45,89.3,87.6,NA
91.56,86.35,NA,96.05,NA,NA
87.33,91.06,93.1,86.48,83.68,NA
87.6,88.13,87.95,NA,78.96,NA
87.04,NA,93.03,NA,83.89,NA
92.62,92.15,89.63,NA,NA,NA
90.03,91.6,90.46,95.68,89.26,88.84
91.84,93.77,89.62,96.31,90.88,NA
83.98,86.74,82.78,82.92,83.27,NA
93.01,92.32,91.6,96.65,91.86,90.01
85.74,90.23,NA,NA,NA,NA
NA,94.44,NA,91.78,85.48,NA
87.18,89.16,84.86,84.44,80.43,NA
91.52,96.52,NA,NA,NA,NA
87.15,85.93,NA,95.34,90.86,86.31
NA,NA,90.86,97.48,91.41,90.34
81.65,93.07,86.89,86.69,83.39,NA
99.03,94.3,94.96,90.15,87.24,NA
99.91,88.94,91.58,NA,NA,NA
NA,100.91,NA,85.01,85.53,NA
93.97,87.16,85.06,92.2,89.19,86.71
NA,NA,88.59,85.26,83.93,NA
89.83,90.81,86.83,93.3,87.6,85.92
87.42,87.59,86.23,83.66,NA,NA
94.46,97.15,80.46,91.04,88.97,NA
NA,NA,NA,NA,84.88,84.62
81.34,93.26,95.14,91.15,89.09,NA
92.27,NA,90.23,94.74,91.91,90.06
NA,88.34,84.32,86.3,NA,NA
86.47,90.66,87.34,88.48,86.95,NA
82.16,84.86,NA,78.53,NA,NA
91.12,93.47,87.82,85.58,87.51,NA
NA,91.23,NA,89.22,82.21,NA
93.92,90.37,NA,85.7,84.52,NA
101.84,102.36,78.22,107.36,104.11,83.4
84.02,89.53,87.95,88.08,84.46,NA
89.69,92.41,90.48,94.19,91.59,87.76
NA,86.37,86.95,84.82,NA,NA
87.4,82.33,NA,90.56,NA,NA
86.44,88.08,84.33,82.7,80.02,NA
92.73,93.81,94.43,NA,89.58,NA
NA,81.1,78.97,90.78,89.92,NA
93.78,99.54,92.75,90.6,NA,NA
NA,80.75,80.56,NA,NA,NA
84.26,NA,85.49,83.78,NA,NA
87.97,91.39,78.41,83.25,NA,NA
92.39,102.74,94.74,84.68,83.59,NA
79.52,82.62,87.78,76.37,76.71,NA
82.7,NA,84.46,NA,NA,NA
90.62,NA,89.62,94.35,89,86.11
92.11,91.93,90.01,94.67,NA,NA
93.22,93.32,87.67,91.76,89.82,86.38
93,102.76,93.14,93.37,89.07,NA
89.84,84.48,83.84,NA,NA,NA
NA,101.12,NA,91.91,87.85,85.57
94.17,95.62,85.85,98.96,NA,NA
93.3,88.91,91.29,96.05,91.13,91.36
89.44,92.33,86.41,91.39,90.28,88.05
92.36,93.09,88.06,95.3,92.25,NA
NA,NA,84.5,89.02,86.14,NA
92.61,NA,91.8,NA,93.09,89.11
90.75,100.94,93.12,82.64,83.15,NA
85.88,90.11,81.61,81.75,NA,NA
84.5,86.13,86.19,87.66,83.44,NA
NA,NA,NA,NA,89.87,84.9
92.43,92.33,89.2,94,92.72,90.39
88.33,89.78,87.66,94.72,91.56,NA
NA,NA,NA,89.9,84.58,NA
88.01,NA,92.56,88.27,79.23,NA
94.76,NA,94.6,86.6,88.89,NA
NA,92.6,89.32,96.35,82.51,88.81
85.36,83.28,86.07,82.98,83.96,NA
NA,NA,86.14,89.65,88.87,85.4
NA,93.5,90.44,95.37,92.42,91.65
94.01,NA,80.69,NA,NA,NA
79.96,96.76,89.53,NA,91.45,88.4
86.29,88.06,90.11,92.64,87.62,85.5
89.37,93.42,87.71,93.64,91.56,89.62
87.32,92.13,88.27,93.2,89.75,88.7
NA,100.94,92.67,92.13,88.27,85.51
89.88,92.11,89.74,93,91.75,83.32
89.53,89.6,91,88.61,NA,NA
83.99,88.28,80.62,80.54,NA,NA
87.87,93.9,91.72,87.07,84.28,83.07
82.99,87.66,84.04,90.78,86.62,NA
NA,83.74,81.62,81.14,NA,NA
93.93,89.42,88.17,92.25,90.67,89.46
NA,98.43,94.92,102.06,96.12,94.29
90.36,87.97,86.7,NA,NA,NA
80.75,86.17,NA,NA,NA,NA
89.24,91.32,87.93,NA,90.24,NA
NA,93.09,90.03,92.79,90.65,89.05
91.95,83.51,83.65,81.55,NA,NA
NA,84.24,NA,76.09,NA,NA
102.5,93.29,90.09,NA,NA,NA
91.13,NA,84.08,84.29,NA,NA
93.18,96,78.19,95.7,NA,NA
NA,NA,91.13,NA,93.34,88.08
93.31,95.73,92.88,95.39,93.44,92.26
83.33,78.84,86.8,76.56,73.27,NA
93.34,88.36,86.79,86.02,NA,NA
90.31,91.82,88.56,93.81,90.67,83.96
81.03,85.75,NA,NA,NA,NA
88.06,86.49,89.62,88.3,83.91,81.47
87.28,90.75,86.82,86.74,84.62,NA
86.22,89.33,85.38,86.09,82.88,NA
84,84.99,83.88,NA,NA,NA
89.11,NA,87.67,86.67,85.29,NA
85.96,89.14,84.69,83.4,81.53,NA
96.3,NA,98.99,NA,90.38,NA
80.19,91.76,NA,89.01,NA,NA
86.19,91.71,87.69,85.86,83.84,NA
86.78,88.77,87.06,85.71,81.02,NA
NA,88.84,NA,87.46,NA,NA
NA,88.39,83.15,NA,80.2,NA
84.7,84.54,79.2,NA,NA,NA
88.84,NA,88.39,NA,NA,NA
82.16,85.7,NA,NA,NA,NA
93.85,NA,92.2,95.16,92.96,91.01
79.68,94.18,78.99,96.17,NA,NA
92.98,NA,91.29,NA,92.67,89.68
94.57,90.22,86.66,84.48,85.99,NA
NA,NA,82.84,87.81,NA,NA
81.56,NA,83.7,NA,85.18,NA
89.11,NA,85.24,88.02,NA,NA
93.21,NA,90.64,93.7,88.66,NA
91.39,NA,88.42,NA,NA,NA
85.75,90.1,77.51,79.84,84.11,83.15
NA,NA,NA,91.73,87.41,NA
NA,88.04,NA,88.52,NA,NA
NA,88.23,88.77,82.55,82.13,NA
NA,NA,NA,NA,90.86,88.34
94.71,108.92,NA,88.82,NA,NA
NA,NA,NA,92.12,86.77,NA
NA,NA,NA,89.33,83.76,NA
NA,NA,NA,NA,90.27,85.3
78.69,107.23,94.44,93.43,89.58,89.52
96.78,91.57,88.3,85.44,NA,NA
83.71,87.15,85.66,86.54,85.36,83.29
92.04,93.05,89.75,96.19,91.46,90.57
91.12,91.87,89.01,91.92,90.67,NA
90.02,90.7,89.23,93.91,90.99,88.92
93.78,109.14,NA,NA,NA,NA
86.37,NA,86.99,82.45,90.63,88.27
98.12,94.1,92.67,87.57,88.45,NA
NA,NA,93.05,88.34,86.26,NA
89,91.18,86.12,NA,86.8,NA
87.5,107.81,87.2,NA,88.84,NA
94.36,79.92,NA,89.92,NA,NA
86.7,92.43,88.92,NA,NA,NA
NA,90.1,NA,84.06,87.92,85.85
83.68,92.24,90.28,NA,85.95,NA
88.29,91.24,NA,85.51,84.19,NA
96.78,88.29,86.47,89.67,87.38,87.08
NA,94.02,91.98,86.91,87.75,83.76
84.63,NA,89.6,86.16,84.5,NA
87.98,83.95,NA,86.46,85.06,NA
89.5,99.76,89.25,87.23,83.93,NA
NA,NA,89.97,NA,83.11,NA
91.28,NA,92.41,NA,92.56,91.33
78.92,92.66,94.1,83.93,82.76,NA
85,88.1,85.35,79.68,NA,NA
NA,NA,NA,89.39,89.1,85.36
NA,NA,86.61,83.38,82.48,NA
93.78,88.1,87.51,84.74,NA,NA
86.67,93.25,89.61,80.36,NA,NA
NA,NA,86.8,84.75,82.81,NA
NA,NA,NA,NA,89.97,89.19
78.49,83.42,80.88,NA,NA,NA
84.8,97.23,76.42,87.61,86.95,NA
NA,NA,NA,88.55,87.36,NA
89.88,89.36,87.39,90.61,89.93,85.61
95.16,89.46,86.17,82.86,82.71,NA
83.93,NA,87.47,82.93,NA,NA
NA,NA,94.31,92.74,88.91,NA
90.72,115.35,92.08,88.32,86.49,NA
93.45,93.61,92.67,96.28,92.45,90.29
NA,87.77,88.93,NA,NA,NA
80.36,84.55,NA,78.55,NA,NA
88.62,NA,89.74,88.95,NA,NA
NA,NA,94.95,92.89,86.54,85.88
NA,NA,NA,92.05,90.33,87.55
NA,83.2,84.9,88.39,NA,NA
92.3,96.38,90.79,95.29,93.87,NA
NA,NA,NA,92.48,90.1,87.65
NA,NA,86.01,84.43,91.73,86.57
96.8,78.75,90.14,88,86.38,83.52
89.78,95.6,86.59,NA,84.57,NA
84.65,NA,81.81,NA,NA,NA
90.96,92.73,91.61,94.41,93.28,87.56
86.32,84.88,NA,82.57,NA,NA
93.42,78.75,91.53,95.39,92.43,88.9
88.59,NA,86.89,84.47,83.63,NA
NA,96.21,NA,103.18,NA,NA
83.42,87.72,88.57,NA,99.99,97.17
91.65,79.88,96.03,NA,NA,NA
NA,NA,NA,NA,98.58,93.6
89.61,99.5,88.45,90.69,85.88,92.59
NA,82.61,NA,82.39,NA,NA
84.65,NA,83.66,NA,NA,NA
85.42,84.49,86.62,80.51,NA,NA
NA,96.91,91.35,93.41,91.94,87.23
NA,86.28,NA,78.15,NA,NA
95.95,83.42,82.91,83.67,81.39,NA
75.99,80.74,78.17,79.85,NA,NA
78.27,82.13,NA,NA,NA,NA
93.79,87.83,86.19,83.79,NA,NA
82.79,87.9,84.64,84.94,NA,NA
90.51,NA,86.62,90.65,82.32,NA
NA,NA,NA,NA,92.85,86.57
90.78,94.57,90.66,88.05,85.25,NA
NA,NA,NA,88.56,85.11,NA
90.08,91.36,90.11,92.11,90.32,NA
NA,NA,NA,92.88,91.19,NA
NA,83.13,80.2,88.41,NA,NA
NA,94.7,87.75,88.98,90.33,NA
NA,NA,89.33,89.2,83.27,NA
NA,NA,86.85,83.65,83.73,NA
94.99,92.42,NA,86.2,NA,NA
NA,90.01,84.94,83.54,81.05,NA
90.16,92.42,87.73,83.59,83.5,NA
NA,NA,85.74,80.93,NA,NA
NA,NA,NA,107.17,102.43,100.22
86.33,92.88,83.69,95.32,90.74,NA
88.78,78.79,83.41,84.52,83.07,NA
NA,96.29,93.75,97.56,95.86,90.24
94.73,82.91,83.98,81.38,NA,NA
82.21,82.69,NA,NA,NA,NA
79.78,85.1,82.57,75.21,81.75,NA
NA,NA,91.68,94.67,93.64,87.05
93.26,94.72,NA,96.33,NA,NA
85.1,88.57,86.2,85.75,NA,NA
NA,85.97,81.33,NA,NA,NA
86.81,95.26,88.99,86.79,86.12,NA
82.26,84.83,NA,NA,NA,NA
81.82,83.64,79.28,84.3,NA,NA
NA,NA,85.76,89.41,88.3,NA
90.01,83.98,NA,NA,NA,NA
90.47,89.93,84.12,82.5,83.54,NA
NA,NA,91.41,86.04,NA,NA
83.75,NA,83.86,NA,78.35,NA
89.83,95.53,90.37,94.72,91.95,87.03
87.72,89.65,84.34,88.52,87.05,NA
80.64,79.98,82.36,84.09,NA,NA
NA,88.28,88.81,86.42,85.77,NA
89.87,86.97,85.31,NA,NA,NA
90.89,87.92,85.83,82.61,83.19,NA
NA,87.28,88.13,83.6,NA,NA
92.7,NA,91.02,NA,93.45,90.86
NA,NA,85.23,88.65,88.32,83.55
NA,NA,87.06,90.41,91.19,NA
NA,NA,92.43,93.88,92.19,NA
91.88,94.96,90.92,96.07,91.01,88.31
NA,NA,92.25,96.64,94.6,92.17
86.75,89.25,87.49,NA,86.96,NA
99.24,96.88,92.88,91,89.06,86.95
87.5,90.54,88.28,90.21,90.06,86.03
79.45,85.26,79.12,86.37,89.29,NA
NA,80.64,76.02,73.01,83.6,NA
90.64,NA,89.8,NA,92.31,86.85
93.26,NA,89.24,93.25,90.51,86.38
NA,NA,97.37,101.02,97.08,90.64
NA,NA,87.4,93.43,90.97,85.94
NA,NA,82.48,87.82,87.78,NA
NA,NA,91.47,98.57,93.74,89.31
NA,93.79,84.6,94.87,93.36,87.52
NA,NA,NA,100.52,90.48,84.85
NA,88.44,NA,95.47,NA,NA
85.9,NA,92.98,NA,85.15,84.22
90.92,92.99,89.46,NA,92.4,NA
91.16,NA,91.8,86.71,85.69,NA
NA,NA,NA,94.47,87.59,NA
84.89,94.36,89.13,NA,NA,NA
NA,90.64,88.66,93.21,90.95,86.02
94.28,84.23,90.78,89.65,86.93,85.71
NA,89.95,89.5,86.48,85.54,NA
96.6,96.15,89.97,87.84,87.3,NA
93.48,95.83,92.67,96.37,93.52,NA
NA,NA,88.66,94.61,91.85,NA
92.4,93.24,92.85,91.08,96.83,92.34
NA,NA,NA,94.56,89.49,86.53
92.93,85.89,84.23,NA,NA,NA
NA,NA,90.19,86.31,NA,NA
87.18,89.64,84.19,86.62,89.27,NA
85.38,81.36,86.29,86.05,83.7,NA
86.52,79.69,82.12,NA,NA,NA
89.17,79.86,90.1,95.46,NA,NA
93.62,87.24,88.23,83.65,83.75,NA
94.5,93.1,90,88.09,81.94,NA
89.79,92.46,NA,94.96,NA,NA
NA,NA,81.23,NA,93.51,90.84
83.66,83.63,81.21,NA,82.55,NA
79.8,77.44,80.94,NA,80.72,NA
NA,83.81,87.1,NA,81.76,NA
88.62,88.4,85.12,NA,NA,NA
80.65,82.41,NA,79.63,NA,NA
NA,89.8,88.43,85.8,85.76,NA
89.18,90.05,87.12,92.94,90.22,NA
87.48,82.95,88.11,83.07,82.93,NA
92.73,87.54,84.71,87.28,NA,NA
NA,86.12,83.71,83.26,83.43,NA
94.15,83.16,91.32,95.31,94.15,94.07
100,101.44,NA,NA,NA,NA
NA,NA,NA,102.91,99.8,94.93
NA,NA,NA,NA,93.59,86.53
NA,NA,91.15,81.85,NA,NA
NA,77.51,NA,77.86,NA,NA
NA,NA,79.46,NA,93.24,88.87
85.79,87.52,88.15,88.53,89.76,87.36
95.52,88.88,88.01,85.59,86.02,NA
84.02,86.98,83.51,NA,NA,NA
89.94,90.92,87.73,NA,91.05,88.92
NA,78.31,90.3,95.14,93.69,79.07
99.71,96.7,91.52,90.33,87.99,NA
NA,NA,85.05,86.79,86.25,NA
NA,NA,91.94,95.75,94.34,91.29
NA,92.75,91.74,94.02,92.21,NA
NA,86.8,72.7,71.72,NA,NA
87.83,87.99,81.6,84.55,NA,NA
88.09,NA,86.59,NA,NA,NA
NA,85.97,79.97,77.07,NA,NA
NA,92.69,87.9,88.49,86.42,85.16
NA,NA,86.42,81.1,82.12,NA
84.69,NA,84.36,85.14,85.23,NA
83.53,NA,81.44,NA,80.17,NA
NA,79.79,84.82,NA,81.03,NA
NA,82.21,92.06,90.75,88.45,86.13
NA,87.25,81.07,80.55,80.58,NA
78.02,75.87,93.77,NA,92.28,NA
NA,NA,NA,NA,92.56,88.75
NA,98.21,NA,110.98,NA,NA
NA,NA,96.15,NA,102.06,99.14
91.93,93.18,90.44,94.59,92.62,88.57
90.94,79.15,91.62,95.18,NA,NA
92.58,94.54,87.9,90.42,90.36,86.28
85.45,87.05,84.13,NA,NA,NA
NA,84.96,84.44,90.3,87.99,NA
NA,NA,79.95,NA,93.81,85.64
99.98,87.54,89.34,NA,NA,NA
NA,NA,89.03,98.37,86.28,NA
NA,NA,NA,NA,90.89,87.08
NA,NA,90.79,87.46,NA,NA
NA,NA,91.51,95.06,96.31,90.72
87.28,84.76,90.1,85.06,86.27,78.29
NA,NA,87.87,90.79,87.72,NA
92.19,91.63,88.24,NA,83.15,NA
88.84,95.51,88.26,89.73,NA,NA
94.28,92.44,95.84,90.11,92.44,83.8
NA,NA,88.73,92.36,92.44,87.69
95.34,94.31,93.09,89.28,92.11,82.16
86.83,94.3,82.82,87.11,82.52,NA
89.87,NA,87.94,NA,83.84,NA
91.87,NA,85.05,NA,NA,NA
NA,NA,NA,85.03,85.24,85.74
90.48,93.05,86.51,94.86,84.91,NA
